temperature,humidity,rainfall,visibility,wind_speed,road_condition,traffic_density,current_speed,hour_of_day,recommended_speed,road_condition_code,traffic_density_code
8.4,70.5,11.71,2.96,32.8,wet,low,26.4,0,43.5,1,0
20.3,68.1,3.62,2.73,33.9,snow,medium,52.3,12,29.5,2,1
1.5,21.6,0.24,10.0,4.9,dry,low,49.2,2,97.8,0,0
20.2,24.3,3.36,6.25,14.1,snow,high,64.0,17,34.9,2,2
-3.8,29.9,1.07,8.95,2.0,ice,medium,71.8,10,30.9,3,1
9.4,54.2,3.05,3.14,24.4,snow,medium,77.3,1,26.8,2,1
14.3,20.1,4.15,3.03,21.5,ice,high,45.9,1,17.8,3,2
40.9,99.1,0.0,10.0,7.7,dry,high,25.4,13,75.3,0,2
42.8,71.8,0.25,8.7,0.0,dry,low,50.2,9,86.2,0,0
-1.1,37.2,0.19,0.44,25.1,dry,low,64.2,14,48.7,0,0
22.4,42.9,0.49,5.5,15.3,dry,low,54.5,9,74.2,0,0
5.5,28.7,6.94,2.78,23.7,wet,medium,72.6,7,40.9,1,1
8.8,88.5,3.6,10.0,7.4,ice,low,68.4,4,40.2,3,0
21.2,86.6,0.26,10.0,11.9,dry,high,98.5,4,76.9,0,2
34.6,42.2,0.31,1.43,11.6,snow,medium,68.1,12,31.3,2,1
41.6,49.7,0.1,7.63,23.8,dry,medium,62.7,7,75.8,0,1
13.7,24.0,0.0,8.67,6.9,dry,high,68.9,6,72.1,0,2
-0.3,75.3,0.0,8.21,0.0,dry,low,83.8,14,83.1,0,0
19.6,21.4,3.5,3.9,0.8,ice,medium,60.0,3,21.9,3,1
39.0,20.9,8.76,0.87,0.0,wet,medium,30.8,18,36.3,1,1
6.1,67.9,0.3,7.78,4.6,dry,medium,108.5,16,78.3,0,1
38.6,35.0,0.0,8.8,13.6,dry,high,51.7,21,72.4,0,2
36.4,22.2,0.0,7.31,30.0,dry,low,49.1,8,84.2,0,0
6.6,65.2,0.42,4.52,0.0,dry,low,26.2,10,60.3,0,0
2.9,57.4,0.27,10.0,0.0,dry,medium,47.6,5,85.8,0,1
17.7,78.6,0.0,8.63,16.9,dry,low,12.5,0,86.4,0,0
12.9,87.9,0.0,5.18,20.4,dry,low,47.4,3,66.2,0,0
-0.0,87.8,4.4,0.2,18.9,snow,high,68.7,7,22.2,2,2
8.6,59.3,0.0,10.0,9.1,dry,medium,83.0,2,88.1,0,1
-2.5,41.6,0.0,8.16,17.3,dry,low,57.1,5,77.3,0,0
0.6,87.2,5.13,5.87,21.7,wet,medium,72.3,16,49.5,1,1
0.3,21.2,0.0,10.0,23.4,dry,medium,53.4,14,82.8,0,1
19.0,36.9,0.59,5.58,2.3,snow,medium,61.0,16,36.7,2,1
30.6,89.4,0.0,10.0,23.2,dry,high,57.1,7,74.8,0,2
36.3,65.6,4.99,9.48,10.2,snow,high,80.8,2,47.0,2,2
36.5,99.8,0.42,5.71,27.0,snow,medium,86.9,18,36.3,2,1
12.0,62.4,1.27,10.0,7.1,snow,low,90.3,15,60.1,2,0
26.8,41.9,2.28,1.16,2.6,snow,medium,19.9,16,21.7,2,1
10.1,33.2,0.34,5.42,9.0,dry,medium,68.8,20,68.8,0,1
1.5,96.4,0.0,8.03,11.8,dry,low,62.1,2,85.8,0,0
16.2,77.7,0.0,6.76,12.7,dry,low,61.6,1,79.6,0,0
1.4,99.7,0.0,9.26,22.7,dry,high,50.7,20,68.9,0,2
42.5,95.0,2.18,4.4,16.5,wet,low,61.3,8,53.2,1,0
14.0,72.6,0.0,10.0,1.7,dry,medium,49.3,20,89.7,0,1
25.8,91.1,0.07,8.41,20.1,dry,medium,55.7,16,81.7,0,1
32.8,29.3,10.28,5.75,34.2,wet,medium,65.2,18,54.6,1,1
38.9,97.8,0.0,10.0,18.8,dry,high,62.7,4,72.5,0,2
38.2,32.0,0.0,6.96,15.1,dry,medium,73.4,6,66.5,0,1
35.4,97.2,1.79,6.6,3.8,snow,low,43.6,0,45.3,2,0
-3.0,66.3,4.52,0.2,27.9,snow,medium,58.4,5,22.7,2,1
19.3,75.1,2.06,3.54,8.4,wet,low,83.6,3,48.3,1,0
11.4,69.5,1.05,10.0,0.6,snow,high,82.7,20,48.9,2,2
38.6,70.5,4.87,2.64,5.6,snow,low,52.3,18,27.5,2,0
3.0,36.4,0.0,5.91,12.5,dry,medium,43.7,16,67.8,0,1
38.2,31.2,0.0,10.0,16.5,dry,high,78.7,2,73.5,0,2
-1.7,65.2,3.88,8.29,12.5,wet,low,16.9,9,70.9,1,0
34.1,77.9,5.83,1.99,14.4,wet,low,66.4,8,37.2,1,0
41.5,79.6,0.24,6.76,7.6,dry,low,83.4,23,78.3,0,0
25.4,47.9,0.0,6.87,11.2,dry,low,46.8,4,76.1,0,0
3.2,52.9,0.0,7.69,12.3,dry,medium,62.5,0,77.0,0,1
-0.9,59.8,0.12,10.0,16.1,dry,low,48.1,20,97.4,0,0
9.1,51.5,0.08,8.66,26.4,dry,low,10.0,18,88.4,0,0
7.9,86.6,0.0,4.84,14.7,dry,medium,50.8,11,58.7,0,1
15.8,24.8,1.04,7.13,19.3,ice,high,97.8,2,25.6,3,2
8.7,93.5,4.0,9.1,17.4,snow,high,77.8,19,42.7,2,2
-0.7,96.2,0.33,5.83,20.2,dry,high,68.6,12,49.8,0,2
16.4,23.0,0.0,10.0,16.8,dry,low,40.5,22,92.1,0,0
29.4,65.7,12.25,0.2,33.8,wet,medium,28.7,5,35.5,1,1
3.4,83.9,1.01,6.7,12.8,ice,medium,76.0,8,33.2,3,1
40.7,56.4,0.52,7.78,2.1,wet,medium,27.2,18,63.5,1,1
7.0,72.2,0.39,4.76,17.0,dry,low,22.2,19,61.4,0,0
29.7,45.7,0.06,6.0,25.5,dry,high,51.2,5,56.2,0,2
29.9,68.2,0.3,6.49,9.4,dry,high,87.9,6,60.7,0,2
13.9,21.6,9.38,10.0,13.6,wet,medium,55.6,4,73.4,1,1
-0.7,38.3,3.68,0.2,38.6,snow,high,67.1,16,21.0,2,2
22.8,57.2,3.49,0.2,19.1,snow,low,31.9,10,29.7,2,0
40.4,37.4,0.05,4.19,19.4,dry,low,55.9,14,58.1,0,0
19.6,64.2,1.31,10.0,0.8,ice,low,78.9,0,39.9,3,0
15.9,25.5,5.53,9.49,5.2,wet,medium,86.9,3,73.7,1,1
-5.0,83.6,0.0,2.81,6.7,dry,low,78.1,7,48.8,0,0
38.0,37.2,2.58,4.99,20.0,ice,high,68.4,3,25.9,3,2
27.4,27.6,0.3,8.3,20.2,dry,medium,76.6,4,72.6,0,1
4.4,20.7,0.0,10.0,23.3,dry,low,76.0,4,92.6,0,0
29.9,56.3,1.92,7.76,25.1,ice,medium,47.1,9,36.3,3,1
-0.6,54.4,0.0,8.95,15.7,dry,high,65.0,23,73.1,0,2
40.8,57.0,0.0,4.14,10.4,dry,low,62.6,23,62.0,0,0
41.1,71.7,0.0,10.0,0.5,dry,low,23.6,13,93.8,0,0
40.8,64.1,0.01,6.62,12.7,dry,low,44.5,3,75.9,0,0
15.9,85.1,4.31,2.9,4.1,wet,low,23.1,18,41.3,1,0
43.6,56.3,0.0,2.87,11.0,dry,low,79.3,21,53.5,0,0
40.3,25.3,0.0,5.5,10.1,dry,high,47.3,20,61.6,0,2
19.6,63.6,0.36,10.0,12.6,dry,low,50.5,4,92.4,0,0
31.8,35.1,0.92,10.0,9.8,wet,medium,76.7,19,68.5,1,1
30.0,51.1,4.36,6.17,22.7,wet,high,34.1,8,44.5,1,2
38.3,86.0,4.28,2.04,7.6,wet,low,16.0,11,43.1,1,0
27.8,96.0,9.37,4.02,13.6,wet,high,39.4,0,36.6,1,2
30.1,35.4,0.0,6.36,7.8,dry,medium,72.8,21,72.9,0,1
18.2,28.6,3.3,0.96,0.0,snow,medium,44.5,6,23.4,2,1
5.3,88.3,0.04,3.04,0.0,dry,medium,28.7,12,55.5,0,1
26.3,93.2,0.0,6.87,0.0,dry,low,65.3,21,77.0,0,0
43.8,35.0,14.38,2.74,15.7,wet,low,65.8,3,44.8,1,0
28.7,38.5,4.69,2.56,8.2,snow,high,29.8,18,23.2,2,2
34.4,36.8,0.3,3.07,20.2,dry,low,51.1,20,52.8,0,0
26.5,72.8,0.0,4.08,6.3,dry,low,72.9,10,64.2,0,0
9.8,87.7,2.46,6.24,23.2,wet,low,57.4,3,60.9,1,0
19.6,29.1,9.44,1.0,21.2,wet,low,65.3,11,36.4,1,0
18.0,85.6,0.0,4.42,20.7,dry,low,53.8,15,59.2,0,0
0.9,39.9,0.21,7.14,19.4,dry,high,68.0,14,65.2,0,2
42.1,39.4,13.09,8.4,13.2,wet,low,32.7,3,74.1,1,0
32.1,97.5,1.7,10.0,10.7,ice,high,43.6,16,33.4,3,2
1.6,57.6,0.0,2.91,0.0,dry,low,61.2,8,59.4,0,0
36.8,60.7,0.36,10.0,15.5,snow,high,75.0,5,43.7,2,2
7.5,90.3,0.01,10.0,28.3,dry,low,62.7,13,93.6,0,0
24.4,47.7,12.54,2.77,13.5,wet,high,89.5,7,32.1,1,2
13.1,34.4,4.46,2.66,24.3,ice,medium,29.2,0,17.5,3,1
43.1,89.6,0.09,3.17,16.7,ice,low,54.7,22,23.1,3,0
12.0,87.5,0.1,6.38,3.7,dry,low,63.8,18,78.3,0,0
12.1,92.6,4.41,6.94,15.4,snow,high,71.5,5,35.9,2,2
25.1,59.5,10.63,2.61,0.0,wet,medium,51.3,6,46.5,1,1
6.5,33.3,2.45,6.1,10.9,wet,medium,86.1,5,53.3,1,1
13.0,64.7,0.0,10.0,12.5,dry,medium,29.8,5,81.9,0,1
31.0,36.2,0.14,10.0,18.7,dry,high,55.5,23,73.5,0,2
24.5,63.2,0.11,1.35,7.7,dry,medium,77.2,16,44.3,0,1
39.9,34.4,0.0,10.0,16.3,dry,medium,82.4,14,88.5,0,1
16.3,80.1,0.0,10.0,11.3,dry,low,61.8,1,92.0,0,0
19.1,43.9,2.46,0.2,0.0,ice,low,70.9,22,23.4,3,0
9.2,81.2,8.82,4.2,7.8,wet,high,56.0,2,41.3,1,2
8.6,93.8,0.13,6.84,20.6,dry,low,38.8,20,75.7,0,0
34.1,70.3,0.48,10.0,10.0,snow,low,86.9,6,59.1,2,0
21.4,87.1,0.33,9.71,37.7,dry,low,36.4,3,91.7,0,0
42.9,73.5,1.15,9.82,18.3,snow,low,16.3,12,56.6,2,0
26.1,62.1,0.0,10.0,23.8,dry,low,72.6,7,88.3,0,0
-4.9,29.7,0.02,4.61,6.8,dry,medium,64.6,7,57.8,0,1
2.2,27.4,2.12,1.01,20.1,ice,low,44.5,0,24.8,3,0
37.7,32.1,0.0,8.1,23.0,dry,medium,51.2,16,75.2,0,1
35.5,58.9,0.18,5.73,10.2,dry,low,107.9,8,77.3,0,0
7.2,52.9,0.0,6.24,17.0,dry,medium,62.8,23,66.6,0,1
7.1,61.1,1.66,10.0,2.2,snow,low,13.1,1,59.5,2,0
3.6,76.7,8.52,5.57,19.9,wet,high,85.3,5,47.3,1,2
31.5,87.4,0.0,2.54,19.1,dry,medium,29.7,18,40.6,0,1
9.4,41.9,12.18,0.97,16.3,wet,medium,52.6,23,37.1,1,1
1.5,35.2,0.06,10.0,22.4,dry,low,56.1,2,89.4,0,0
-1.6,77.9,3.57,5.96,28.2,snow,low,70.6,2,43.0,2,0
34.1,26.0,14.33,3.11,18.5,wet,medium,51.6,16,33.7,1,1
-4.1,85.2,0.0,10.0,30.1,dry,medium,64.8,23,81.2,0,1
17.0,50.6,0.0,8.36,10.9,dry,medium,53.6,11,83.0,0,1
40.1,84.5,12.83,0.2,33.9,wet,low,26.0,19,32.3,1,0
35.7,23.7,0.0,10.0,22.1,dry,high,39.6,20,69.5,0,2
2.5,47.0,5.08,3.11,5.4,wet,medium,85.2,22,41.4,1,1
17.3,77.8,1.59,10.0,8.6,snow,low,94.8,23,52.9,2,0
-1.7,43.8,0.9,5.27,1.0,ice,high,32.7,10,23.7,3,2
9.2,89.8,0.04,6.39,20.2,dry,medium,42.7,8,67.0,0,1
16.4,57.0,1.67,8.41,18.2,snow,medium,45.6,8,46.9,2,1
-4.9,40.4,0.0,9.46,3.1,dry,medium,22.6,12,91.0,0,1
-4.3,73.2,7.66,2.24,21.6,wet,low,54.2,11,47.6,1,0
8.5,43.9,8.57,5.56,0.0,wet,medium,58.7,21,53.2,1,1
18.9,46.8,0.0,9.53,20.5,dry,medium,47.3,14,83.5,0,1
33.7,66.2,2.79,2.74,0.0,snow,medium,78.8,2,27.6,2,1
20.4,71.8,0.08,5.61,11.4,dry,low,77.7,17,68.5,0,0
-2.0,26.7,3.15,0.2,16.3,snow,low,76.8,8,23.6,2,0
20.7,24.8,0.0,9.47,6.3,dry,low,50.6,23,88.0,0,0
9.0,91.3,9.06,6.13,23.9,wet,medium,30.2,20,57.9,1,1
1.5,73.9,0.68,9.39,16.6,wet,medium,96.4,16,68.3,1,1
20.8,52.7,0.0,10.0,24.3,dry,low,49.8,20,93.5,0,0
33.0,24.4,0.19,10.0,33.7,dry,medium,49.3,0,86.1,0,1
2.5,80.1,0.23,8.19,13.7,dry,medium,32.5,12,74.5,0,1
3.5,35.2,0.1,4.88,28.1,dry,high,64.3,5,51.4,0,2
18.4,77.4,2.26,0.92,0.0,snow,high,57.0,4,24.3,2,2
6.9,42.6,0.0,6.88,0.0,dry,low,27.7,6,84.7,0,0
10.1,39.8,0.69,4.71,20.0,dry,low,67.1,1,66.6,0,0
41.4,47.5,4.72,2.54,26.9,wet,medium,67.5,6,36.8,1,1
22.5,73.9,1.77,6.53,32.7,snow,low,73.6,12,45.8,2,0
-4.9,74.6,0.0,10.0,22.2,dry,low,30.9,19,91.5,0,0
25.9,61.6,0.01,4.8,9.5,dry,low,108.6,8,57.4,0,0
-3.0,32.3,0.0,8.99,27.6,dry,low,15.2,7,84.9,0,0
8.1,85.6,0.04,3.62,30.6,dry,low,53.3,15,55.6,0,0
35.9,26.7,11.55,4.06,26.3,wet,medium,71.7,18,42.9,1,1
17.7,49.9,0.01,10.0,0.0,dry,medium,37.0,18,94.2,0,1
13.6,22.4,10.18,0.45,0.0,wet,low,72.6,20,42.3,1,0
3.0,76.9,0.0,5.66,4.7,dry,low,83.8,19,68.0,0,0
39.2,71.5,0.0,10.0,25.6,dry,low,81.8,12,93.3,0,0
41.2,79.2,0.24,8.47,18.1,dry,low,81.6,20,85.5,0,0
23.0,94.1,1.5,6.78,21.3,snow,high,39.2,21,38.8,2,2
43.3,86.9,0.0,5.32,20.3,dry,medium,71.0,7,60.2,0,1
2.6,32.3,0.09,8.51,13.6,dry,medium,76.2,17,72.7,0,1
-0.5,68.4,6.04,2.84,11.6,wet,medium,31.1,3,40.9,1,1
43.3,80.8,0.0,3.1,16.5,dry,high,42.3,13,39.1,0,2
43.6,72.1,9.33,4.19,23.9,wet,high,72.8,23,37.6,1,2
42.3,22.7,11.23,5.57,17.5,wet,medium,76.5,5,56.2,1,1
22.7,54.2,3.1,0.27,7.2,snow,low,45.8,9,26.8,2,0
39.9,62.6,0.0,4.85,25.3,dry,low,78.3,9,64.5,0,0
7.0,52.0,0.0,10.0,0.0,dry,low,45.9,21,93.6,0,0
12.3,66.0,0.46,7.04,1.8,dry,low,38.9,18,78.4,0,0
-0.8,97.1,7.9,0.2,8.5,wet,high,28.5,14,27.6,1,2
19.7,21.5,2.43,0.2,8.0,ice,high,70.2,6,18.8,3,2
9.5,56.9,4.85,5.61,0.0,wet,medium,41.3,19,55.3,1,1
20.5,93.4,3.11,8.26,15.0,wet,high,87.1,11,56.7,1,2
20.6,81.9,9.93,2.51,24.7,wet,high,15.4,8,29.5,1,2
13.4,68.6,0.0,3.43,20.6,dry,low,59.0,16,51.9,0,0
8.0,89.6,0.0,8.29,22.4,dry,high,42.6,19,66.4,0,2
12.1,76.7,2.6,1.64,33.0,snow,medium,45.6,2,26.5,2,1
21.8,75.7,0.0,10.0,9.5,dry,low,78.3,4,93.9,0,0
41.3,47.0,0.11,5.58,14.9,dry,medium,62.0,2,66.5,0,1
19.1,84.2,4.93,1.28,0.2,snow,low,64.7,3,27.6,2,0
12.0,40.9,0.0,6.53,31.1,dry,high,61.1,21,66.2,0,2
-2.6,29.7,3.9,7.27,19.4,wet,high,21.8,22,47.0,1,2
0.8,75.8,3.66,4.4,7.9,snow,low,52.3,17,38.6,2,0
0.7,64.5,3.38,2.03,11.8,snow,low,32.7,1,29.7,2,0
22.6,31.6,2.86,7.27,7.2,snow,medium,47.8,20,45.7,2,1
33.2,73.8,0.0,9.38,22.4,dry,medium,67.9,12,84.7,0,1
33.3,57.3,1.97,10.0,29.3,wet,medium,47.9,16,71.2,1,1
29.0,93.5,0.0,10.0,3.0,dry,medium,37.5,10,89.4,0,1
-0.5,79.8,4.74,1.98,21.1,ice,low,66.3,7,21.9,3,0
-1.8,77.3,4.42,2.83,4.7,ice,low,38.8,17,18.0,3,0
0.0,79.5,0.34,2.75,8.3,dry,high,78.2,1,42.5,0,2
30.0,39.4,0.0,9.54,4.9,dry,medium,49.3,15,84.6,0,1
13.5,62.4,0.0,6.37,17.8,dry,medium,55.4,12,66.0,0,1
22.6,62.5,3.22,1.72,1.7,wet,high,57.2,9,28.5,1,2
36.4,55.0,1.42,7.72,13.7,wet,low,63.8,17,67.8,1,0
8.1,32.5,11.48,3.05,11.5,wet,high,43.1,6,32.6,1,2
21.7,59.8,0.92,6.68,8.8,ice,medium,41.6,0,28.7,3,1
42.9,32.0,4.78,6.06,0.0,snow,high,35.4,12,40.2,2,2
20.1,95.8,4.14,3.63,27.3,snow,low,59.1,13,33.9,2,0
21.9,91.3,3.16,5.03,16.8,ice,low,61.5,11,26.0,3,0
19.3,49.0,0.27,9.08,15.1,dry,high,22.9,17,72.9,0,2
5.3,68.2,1.03,8.24,0.0,ice,low,92.6,6,36.2,3,0
26.1,21.5,7.94,0.22,12.8,wet,low,51.1,6,37.9,1,0
-0.8,94.8,0.0,10.0,32.0,dry,medium,32.8,14,77.1,0,1
20.8,80.4,0.81,2.72,20.8,ice,medium,80.2,17,20.0,3,1
19.6,86.8,0.0,9.32,26.6,dry,low,80.5,18,88.2,0,0
19.5,93.9,0.0,3.07,4.3,dry,high,72.7,17,45.8,0,2
16.0,69.5,0.2,9.46,23.5,dry,low,56.0,20,92.6,0,0
41.8,27.6,0.0,7.57,10.8,dry,medium,30.9,13,74.7,0,1
4.3,88.6,6.31,4.46,4.1,wet,low,38.3,6,52.5,1,0
-2.2,49.3,0.0,8.9,34.7,dry,high,61.5,5,69.4,0,2
36.3,62.9,1.24,8.05,11.1,snow,medium,49.0,4,46.4,2,1
40.5,46.3,0.14,6.69,16.2,dry,low,78.9,17,76.9,0,0
5.4,41.9,0.81,7.21,18.1,snow,medium,47.3,14,43.0,2,1
2.7,95.1,1.87,7.38,18.5,snow,medium,87.0,23,42.6,2,1
34.8,98.7,0.0,7.15,2.1,dry,medium,127.5,14,72.8,0,1
25.7,55.0,0.1,10.0,34.9,dry,medium,72.6,7,81.1,0,1
26.0,46.1,14.28,0.2,0.6,wet,high,42.4,0,26.9,1,2
40.4,73.6,4.71,6.52,8.6,snow,low,92.5,15,47.1,2,0
39.1,77.9,3.71,2.38,5.9,wet,high,28.0,6,31.5,1,2
27.9,77.9,0.0,3.78,3.4,dry,low,50.7,1,52.5,0,0
0.1,65.5,0.0,9.85,15.9,dry,medium,46.4,16,84.0,0,1
15.3,56.4,0.0,3.12,9.4,dry,low,43.0,4,59.0,0,0
39.4,78.8,0.0,8.79,22.8,dry,medium,59.5,16,81.1,0,1
3.2,22.1,0.0,7.99,36.1,dry,high,63.5,16,68.8,0,2
10.1,63.5,0.19,4.56,32.9,dry,medium,89.3,10,60.2,0,1
41.1,90.3,2.59,3.62,34.2,snow,low,44.6,6,30.5,2,0
13.1,64.4,0.0,10.0,26.6,dry,medium,48.3,13,84.5,0,1
8.0,44.4,0.11,10.0,22.0,dry,low,53.4,17,87.5,0,0
40.0,36.0,0.0,8.45,17.6,dry,high,54.2,6,73.5,0,2
21.5,21.6,0.64,8.45,0.0,dry,low,56.9,11,87.7,0,0
35.6,79.3,0.0,8.81,9.2,dry,low,44.0,22,90.8,0,0
-3.7,79.4,0.15,10.0,21.6,dry,low,85.3,13,92.0,0,0
10.6,66.1,2.36,0.47,19.2,snow,high,31.9,20,25.2,2,2
17.1,23.3,0.0,7.31,11.1,dry,low,71.2,14,83.3,0,0
13.7,29.4,3.94,2.94,18.0,wet,medium,81.0,1,41.0,1,1
4.1,35.5,0.0,8.99,15.5,dry,medium,52.1,3,78.4,0,1
36.4,49.7,8.86,5.4,16.4,wet,medium,47.5,17,50.1,1,1
36.3,32.6,0.0,9.89,11.2,dry,low,64.4,15,88.2,0,0
5.8,77.6,0.0,9.76,2.1,dry,low,45.0,20,96.7,0,0
29.7,45.1,0.08,9.58,0.0,ice,low,48.4,5,38.6,3,0
21.3,68.7,0.0,7.13,21.9,dry,medium,21.5,13,72.5,0,1
35.1,26.0,2.24,5.36,7.9,ice,high,57.2,16,25.5,3,2
-3.4,68.0,0.0,7.82,25.4,dry,low,62.7,8,79.4,0,0
3.9,34.0,0.12,9.25,12.2,dry,medium,84.0,23,80.7,0,1
28.0,43.9,0.37,10.0,0.0,snow,low,53.2,16,65.6,2,0
30.6,84.8,7.57,1.52,28.3,wet,low,35.5,0,35.9,1,0
26.8,89.2,2.69,3.18,0.6,snow,low,71.4,1,34.1,2,0
3.7,56.3,0.3,8.52,11.3,dry,high,67.4,1,66.1,0,2
30.6,35.7,9.39,7.33,28.1,wet,high,17.7,14,51.8,1,2
-2.5,72.0,10.47,0.54,12.9,wet,high,52.9,6,29.8,1,2
28.3,76.5,2.91,8.29,22.6,wet,medium,31.5,23,61.3,1,1
28.7,25.8,0.0,10.0,24.6,dry,medium,34.2,13,83.3,0,1
28.2,28.8,0.0,0.66,20.4,dry,medium,58.2,7,41.8,0,1
34.0,24.9,13.18,5.27,7.5,wet,medium,77.3,4,48.7,1,1
-3.2,30.4,0.0,6.31,10.0,dry,low,35.0,15,71.3,0,0
7.2,47.0,0.09,9.06,27.8,dry,low,60.0,17,88.6,0,0
-1.3,85.1,3.82,5.42,0.6,ice,low,52.6,17,33.3,3,0
22.8,30.3,2.38,3.3,3.9,snow,low,57.7,21,33.9,2,0
15.0,97.5,0.06,10.0,3.9,dry,medium,46.6,12,87.0,0,1
21.1,31.2,0.0,9.22,1.8,dry,medium,59.6,5,86.1,0,1
-1.6,44.2,0.18,7.62,20.3,dry,medium,31.7,6,73.2,0,1
6.3,96.6,0.68,7.07,6.1,snow,medium,60.1,21,45.4,2,1
21.3,47.9,0.0,10.0,13.3,dry,medium,63.3,7,82.8,0,1
13.6,96.2,0.0,6.06,16.4,dry,medium,65.0,23,72.5,0,1
25.8,38.1,0.0,6.12,5.8,dry,medium,37.4,1,69.4,0,1
9.5,69.8,11.4,1.89,14.0,wet,high,64.3,13,31.9,1,2
20.2,82.3,11.03,7.03,20.2,wet,medium,49.0,9,62.0,1,1
43.7,76.1,0.41,10.0,21.6,snow,low,56.0,8,57.1,2,0
18.1,75.0,0.28,7.49,3.4,dry,medium,32.0,7,76.6,0,1
0.7,79.2,0.0,10.0,23.2,dry,high,40.4,11,75.0,0,2
15.4,86.1,0.0,6.69,10.0,dry,low,31.6,3,80.0,0,0
26.5,89.8,0.0,6.08,18.5,dry,high,51.6,12,56.2,0,2
8.8,99.0,0.1,10.0,23.0,dry,low,54.7,10,91.9,0,0
2.5,41.0,0.48,10.0,12.4,dry,medium,78.1,17,85.4,0,1
17.2,39.9,10.24,2.42,14.5,wet,high,52.2,10,28.3,1,2
-3.9,76.1,4.18,3.78,21.8,wet,high,10.0,9,38.8,1,2
35.1,61.2,0.0,8.22,20.1,dry,high,84.1,6,65.9,0,2
10.0,54.2,0.0,7.42,8.9,dry,low,77.5,1,81.9,0,0
18.1,97.8,4.89,3.81,0.0,ice,medium,17.2,23,20.8,3,1
13.8,78.5,1.01,9.08,29.0,ice,low,62.2,22,35.1,3,0
-4.9,49.9,0.08,10.0,20.0,ice,low,27.3,2,36.6,3,0
25.6,29.8,7.21,0.2,26.1,wet,high,56.3,9,32.8,1,2
-1.5,62.7,9.33,4.84,20.4,wet,low,32.3,0,52.2,1,0
42.0,98.6,0.0,3.52,11.8,dry,medium,59.2,19,54.7,0,1
42.1,72.3,8.9,5.03,1.2,wet,low,49.8,22,59.2,1,0
1.3,26.1,0.41,7.03,25.2,dry,medium,58.8,0,72.3,0,1
2.8,89.7,7.2,0.2,9.0,wet,medium,50.8,21,35.6,1,1
35.6,33.4,0.34,10.0,16.7,dry,high,36.0,7,73.6,0,2
37.6,61.1,0.28,9.6,28.6,dry,medium,45.8,23,79.6,0,1
28.7,65.3,0.19,3.96,24.1,dry,medium,42.8,10,56.7,0,1
2.3,22.5,0.0,9.58,16.7,dry,medium,44.5,4,87.1,0,1
0.1,68.6,1.91,8.07,13.6,snow,low,52.5,1,46.9,2,0
1.2,66.4,11.24,7.84,19.6,wet,low,48.3,3,63.8,1,0
42.2,59.5,1.91,10.0,35.4,snow,medium,57.8,0,50.9,2,1
22.2,28.9,0.24,6.89,20.9,dry,low,49.2,16,82.1,0,0
16.1,45.5,11.28,5.81,21.6,wet,high,50.9,8,40.2,1,2
8.3,21.4,3.41,0.2,13.6,wet,low,84.3,23,38.1,1,0
43.2,63.0,0.04,10.0,7.9,dry,low,40.0,0,89.1,0,0
44.2,91.9,1.33,6.46,21.1,ice,low,51.7,23,28.1,3,0
24.3,60.7,2.33,5.13,14.2,ice,medium,65.4,7,22.9,3,1
11.3,93.8,0.0,10.0,10.2,dry,low,74.3,2,86.8,0,0
36.6,92.3,3.72,1.98,18.6,snow,medium,28.9,3,28.2,2,1
25.2,23.6,5.47,4.65,15.3,wet,low,36.2,8,50.2,1,0
38.6,65.9,0.1,9.16,6.6,dry,low,47.8,14,85.0,0,0
5.8,25.1,7.76,0.2,26.2,wet,low,72.3,18,38.2,1,0
4.7,26.6,2.52,2.68,7.7,wet,medium,29.2,12,40.0,1,1
38.7,44.8,3.69,5.72,11.7,wet,low,30.8,17,56.4,1,0
16.6,62.7,0.0,7.25,30.2,dry,medium,77.8,7,74.0,0,1
18.6,79.6,0.0,10.0,13.3,dry,low,45.3,18,95.6,0,0
8.6,60.1,1.77,10.0,23.1,wet,high,61.9,5,65.2,1,2
31.5,87.4,1.59,3.67,1.9,ice,medium,65.4,0,25.6,3,1
-3.3,67.7,4.55,3.69,3.9,snow,low,26.7,14,33.0,2,0
0.3,35.1,10.28,7.17,5.2,wet,high,30.9,13,58.5,1,2
16.7,67.3,0.04,5.18,21.8,dry,medium,51.0,19,58.5,0,1
-4.7,95.4,4.75,0.2,0.0,snow,low,27.3,2,29.7,2,0
2.8,86.0,0.63,4.56,34.5,ice,medium,41.4,19,25.3,3,1
32.7,37.7,3.14,1.95,23.8,wet,medium,38.7,15,36.2,1,1
44.7,66.0,0.0,4.08,25.8,dry,low,43.4,17,61.4,0,0
3.9,68.0,0.33,3.15,16.9,dry,low,73.6,9,52.2,0,0
-3.3,72.5,1.27,10.0,16.7,snow,high,38.9,16,38.3,2,2
28.5,27.3,0.13,4.48,17.6,ice,low,80.5,17,26.6,3,0
33.4,36.2,0.0,7.11,23.0,dry,medium,58.2,0,70.3,0,1
3.8,44.4,0.0,7.67,22.2,dry,low,81.0,11,81.7,0,0
8.9,77.5,0.0,1.48,16.9,dry,medium,59.5,20,46.6,0,1
21.0,36.2,3.5,0.2,19.8,snow,low,70.0,18,33.1,2,0
34.3,86.0,2.37,7.97,12.6,snow,high,59.4,6,38.1,2,2
3.8,72.3,0.0,10.0,0.0,dry,low,92.4,8,98.2,0,0
